ecosystem,package_name,package_version,popularity_tier,source,repository_url,repository_full_name,license_spdx_id
github,davecgh/go-xdr,repository-snapshot,low,github-search:small-dormant,https://github.com/davecgh/go-xdr,davecgh/go-xdr,ISC
github,seknox/trasa,repository-snapshot,medium,github-search:small-dormant,https://github.com/seknox/trasa,seknox/trasa,MPL-2.0
github,akhenakh/gozim,repository-snapshot,medium,github-search:small-dormant,https://github.com/akhenakh/gozim,akhenakh/gozim,MIT
github,AbsaOSS/golic,repository-snapshot,low,github-search:small-dormant,https://github.com/AbsaOSS/golic,AbsaOSS/golic,Apache-2.0
github,Mayowa-Ojo/chmod-cli,repository-snapshot,low,github-search:small-dormant,https://github.com/Mayowa-Ojo/chmod-cli,Mayowa-Ojo/chmod-cli,MIT
github,e421083458/golang_common,repository-snapshot,low,github-search:small-dormant,https://github.com/e421083458/golang_common,e421083458/golang_common,Apache-2.0
github,go-gorm/opentracing,repository-snapshot,low,github-search:small-dormant,https://github.com/go-gorm/opentracing,go-gorm/opentracing,MIT
github,hajimehoshi/go2cpp,repository-snapshot,medium,github-search:small-dormant,https://github.com/hajimehoshi/go2cpp,hajimehoshi/go2cpp,Apache-2.0
github,jqs7/Jqs7Bot,repository-snapshot,medium,github-search:small-archived,https://github.com/jqs7/Jqs7Bot,jqs7/Jqs7Bot,GPL-3.0
github,openatx/atx-agent,repository-snapshot,medium,github-search:small-archived,https://github.com/openatx/atx-agent,openatx/atx-agent,NOASSERTION
github,ry/v8worker2,repository-snapshot,medium,github-search:small-archived,https://github.com/ry/v8worker2,ry/v8worker2,NOASSERTION
github,mholt/binding,repository-snapshot,medium,github-search:small-archived,https://github.com/mholt/binding,mholt/binding,MIT
github,banzaicloud/koperator,repository-snapshot,medium,github-search:small-archived,https://github.com/banzaicloud/koperator,banzaicloud/koperator,Apache-2.0
github,GoogleCloudPlatform/metacontroller,repository-snapshot,medium,github-search:small-archived,https://github.com/GoogleCloudPlatform/metacontroller,GoogleCloudPlatform/metacontroller,Apache-2.0
github,nuanxinqing123/QLTools,repository-snapshot,medium,github-search:small-archived,https://github.com/nuanxinqing123/QLTools,nuanxinqing123/QLTools,Apache-2.0
github,Ullaakut/astronomer,repository-snapshot,medium,github-search:small-archived,https://github.com/Ullaakut/astronomer,Ullaakut/astronomer,MIT
github,hajimehoshi/go-mp3,repository-snapshot,medium,github-search:small-archived,https://github.com/hajimehoshi/go-mp3,hajimehoshi/go-mp3,Apache-2.0
github,olebedev/go-duktape,repository-snapshot,medium,github-search:small-archived,https://github.com/olebedev/go-duktape,olebedev/go-duktape,MIT
github,letsblockit/letsblockit,repository-snapshot,medium,github-search:small-archived,https://github.com/letsblockit/letsblockit,letsblockit/letsblockit,Apache-2.0
github,SummitRoute/osxlockdown,repository-snapshot,medium,github-search:small-archived,https://github.com/SummitRoute/osxlockdown,SummitRoute/osxlockdown,MIT
github,utkusen/socialhunter,repository-snapshot,medium,github-search:small-archived,https://github.com/utkusen/socialhunter,utkusen/socialhunter,MIT
github,ekanite/ekanite,repository-snapshot,medium,github-search:small-archived,https://github.com/ekanite/ekanite,ekanite/ekanite,MIT
github,openfaas/openfaas-cloud,repository-snapshot,medium,github-search:small-archived,https://github.com/openfaas/openfaas-cloud,openfaas/openfaas-cloud,MIT
github,mitchellh/hashstructure,repository-snapshot,medium,github-search:small-archived,https://github.com/mitchellh/hashstructure,mitchellh/hashstructure,MIT
github,dan-v/awslambdaproxy,repository-snapshot,medium,github-search:small-archived,https://github.com/dan-v/awslambdaproxy,dan-v/awslambdaproxy,MIT
github,mssola/user_agent,repository-snapshot,medium,github-search:small-archived,https://github.com/mssola/user_agent,mssola/user_agent,MIT
github,acheong08/ChatGPT-API-server,repository-snapshot,medium,github-search:small-archived,https://github.com/acheong08/ChatGPT-API-server,acheong08/ChatGPT-API-server,MIT
github,SoMuchForSubtlety/f1viewer,repository-snapshot,medium,github-search:small-archived,https://github.com/SoMuchForSubtlety/f1viewer,SoMuchForSubtlety/f1viewer,GPL-3.0
github,google/cloud-print-connector,repository-snapshot,medium,github-search:small-archived,https://github.com/google/cloud-print-connector,google/cloud-print-connector,BSD-3-Clause
github,stefanprodan/mgob,repository-snapshot,medium,github-search:small-archived,https://github.com/stefanprodan/mgob,stefanprodan/mgob,MIT
github,praetorian-inc/fingerprintx,repository-snapshot,medium,github-search:small-archived,https://github.com/praetorian-inc/fingerprintx,praetorian-inc/fingerprintx,Apache-2.0
github,gregjones/httpcache,repository-snapshot,medium,github-search:small-archived,https://github.com/gregjones/httpcache,gregjones/httpcache,MIT
github,TeaWeb/build,repository-snapshot,medium,github-search:small-archived,https://github.com/TeaWeb/build,TeaWeb/build,MIT
github,coreos/vault-operator,repository-snapshot,medium,github-search:small-archived,https://github.com/coreos/vault-operator,coreos/vault-operator,Apache-2.0
github,google/goexpect,repository-snapshot,medium,github-search:small-archived,https://github.com/google/goexpect,google/goexpect,BSD-3-Clause
github,cloudflare/Stout,repository-snapshot,medium,github-search:small-archived,https://github.com/cloudflare/Stout,cloudflare/Stout,MIT
github,unknwon/com,repository-snapshot,medium,github-search:small-archived,https://github.com/unknwon/com,unknwon/com,Apache-2.0
github,InVisionApp/go-health,repository-snapshot,medium,github-search:small-archived,https://github.com/InVisionApp/go-health,InVisionApp/go-health,MIT
github,gudaoxuri/dew,repository-snapshot,medium,github-search:small-active-small,https://github.com/gudaoxuri/dew,gudaoxuri/dew,Apache-2.0
